source,target,weight,source_name,target_name,source_field,target_field
https://openalex.org/T10400,https://openalex.org/T11241,2,Network Security and Intrusion Detection,Advanced Malware Detection Techniques,Computer Science,Computer Science
https://openalex.org/T10887,https://openalex.org/T12254,2,Bioinformatics and Genomic Networks,Machine Learning in Bioinformatics,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T12380,https://openalex.org/T10181,3,Authorship Attribution and Profiling,Natural Language Processing Techniques,Computer Science,Computer Science
https://openalex.org/T10378,https://openalex.org/T10241,2,Advanced MRI Techniques and Applications,Functional Brain Connectivity Studies,Medicine,Neuroscience
https://openalex.org/T10791,https://openalex.org/T11081,2,Advanced Control Systems Optimization,Advanced Control Systems Design,Engineering,Engineering
https://openalex.org/T10791,https://openalex.org/T10046,2,Advanced Control Systems Optimization,Stability and Control of Uncertain Systems,Engineering,Engineering
https://openalex.org/T10791,https://openalex.org/T10040,3,Advanced Control Systems Optimization,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T10522,https://openalex.org/T12386,2,Medical Imaging Techniques and Applications,Advanced X-ray and CT Imaging,Medicine,Engineering
https://openalex.org/T12592,https://openalex.org/T10064,3,Opinion Dynamics and Social Influence,Complex Network Analysis Techniques,Physics and Astronomy,Physics and Astronomy
https://openalex.org/T10220,https://openalex.org/T11062,2,Machine Fault Diagnosis Techniques,Gear and Bearing Dynamics Analysis,Engineering,Engineering
https://openalex.org/T10175,https://openalex.org/T10228,4,Advanced DC-DC Converters,Multilevel Inverters and Converters,Engineering,Engineering
https://openalex.org/T10175,https://openalex.org/T10223,4,Advanced DC-DC Converters,Microgrid Control and Optimization,Engineering,Engineering
https://openalex.org/T10860,https://openalex.org/T11309,4,Speech and Audio Processing,Music and Audio Processing,Computer Science,Computer Science
https://openalex.org/T13114,https://openalex.org/T12549,3,Image Processing Techniques and Applications,Image and Object Detection Techniques,Engineering,Computer Science
https://openalex.org/T11749,https://openalex.org/T10040,2,Iterative Learning Control Systems,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T11023,https://openalex.org/T10879,4,Prosthetics and Rehabilitation Robotics,Robotic Locomotion and Control,Engineering,Engineering
https://openalex.org/T11023,https://openalex.org/T10784,3,Prosthetics and Rehabilitation Robotics,Muscle activation and electromyography studies,Engineering,Engineering
https://openalex.org/T11023,https://openalex.org/T10571,2,Prosthetics and Rehabilitation Robotics,Robotic Mechanisms and Dynamics,Engineering,Engineering
https://openalex.org/T10228,https://openalex.org/T10223,6,Multilevel Inverters and Converters,Microgrid Control and Optimization,Engineering,Engineering
https://openalex.org/T10627,https://openalex.org/T10191,2,Advanced Image and Video Retrieval Techniques,Robotics and Sensor-Based Localization,Computer Science,Engineering
https://openalex.org/T10191,https://openalex.org/T10586,4,Robotics and Sensor-Based Localization,Robotic Path Planning Algorithms,Engineering,Computer Science
https://openalex.org/T11081,https://openalex.org/T10040,2,Advanced Control Systems Design,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T11236,https://openalex.org/T10040,2,Control Systems and Identification,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T10653,https://openalex.org/T10571,2,Robot Manipulation and Learning,Robotic Mechanisms and Dynamics,Engineering,Engineering
https://openalex.org/T10046,https://openalex.org/T10040,3,Stability and Control of Uncertain Systems,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T12794,https://openalex.org/T10040,3,Adaptive Dynamic Programming Control,Adaptive Control of Nonlinear Systems,Computer Science,Engineering
https://openalex.org/T12772,https://openalex.org/T10040,2,Control and Stability of Dynamical Systems,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T10040,https://openalex.org/T10249,2,Adaptive Control of Nonlinear Systems,Distributed Control Multi-Agent Systems,Engineering,Computer Science
https://openalex.org/T10586,https://openalex.org/T10249,2,Robotic Path Planning Algorithms,Distributed Control Multi-Agent Systems,Computer Science,Computer Science
