source,target,weight,source_name,target_name,source_field,target_field
https://openalex.org/T10791,https://openalex.org/T11081,3,Advanced Control Systems Optimization,Advanced Control Systems Design,Engineering,Engineering
https://openalex.org/T10791,https://openalex.org/T10621,3,Advanced Control Systems Optimization,Gene Regulatory Network Analysis,Engineering,"Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10791,https://openalex.org/T10040,3,Advanced Control Systems Optimization,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T10175,https://openalex.org/T10228,4,Advanced DC-DC Converters,Multilevel Inverters and Converters,Engineering,Engineering
https://openalex.org/T10175,https://openalex.org/T10223,2,Advanced DC-DC Converters,Microgrid Control and Optimization,Engineering,Engineering
https://openalex.org/T10444,https://openalex.org/T13382,2,Context-Aware Activity Recognition Systems,Robotics and Automated Systems,Computer Science,Engineering
https://openalex.org/T10220,https://openalex.org/T10573,2,Machine Fault Diagnosis Techniques,Power Quality and Harmonics,Engineering,Engineering
https://openalex.org/T10638,https://openalex.org/T12549,2,Optical measurement and interference techniques,Image and Object Detection Techniques,Computer Science,Computer Science
https://openalex.org/T10805,https://openalex.org/T10690,2,Vehicle Dynamics and Control Systems,Vibration Control and Rheological Fluids,Engineering,Engineering
https://openalex.org/T11347,https://openalex.org/T10249,4,Neural Networks Stability and Synchronization,Distributed Control Multi-Agent Systems,Computer Science,Computer Science
https://openalex.org/T10100,https://openalex.org/T10848,3,Metaheuristic Optimization Algorithms Research,Advanced Multi-Objective Optimization Algorithms,Computer Science,Computer Science
https://openalex.org/T10100,https://openalex.org/T11975,2,Metaheuristic Optimization Algorithms Research,Evolutionary Algorithms and Applications,Computer Science,Computer Science
https://openalex.org/T10228,https://openalex.org/T10504,2,Multilevel Inverters and Converters,Sensorless Control of Electric Motors,Engineering,Engineering
https://openalex.org/T10228,https://openalex.org/T10223,3,Multilevel Inverters and Converters,Microgrid Control and Optimization,Engineering,Engineering
https://openalex.org/T10627,https://openalex.org/T10191,4,Advanced Image and Video Retrieval Techniques,Robotics and Sensor-Based Localization,Computer Science,Engineering
https://openalex.org/T10126,https://openalex.org/T10142,3,"Logic, programming, and type systems",Formal Methods in Verification,Computer Science,Computer Science
https://openalex.org/T10191,https://openalex.org/T10586,3,Robotics and Sensor-Based Localization,Robotic Path Planning Algorithms,Engineering,Computer Science
https://openalex.org/T14083,https://openalex.org/T10046,2,Extremum Seeking Control Systems,Stability and Control of Uncertain Systems,Engineering,Engineering
https://openalex.org/T11236,https://openalex.org/T10046,2,Control Systems and Identification,Stability and Control of Uncertain Systems,Engineering,Engineering
https://openalex.org/T10244,https://openalex.org/T11187,2,Chaos control and synchronization,Nonlinear Dynamics and Pattern Formation,Physics and Astronomy,Computer Science
https://openalex.org/T10244,https://openalex.org/T11261,4,Chaos control and synchronization,Quantum chaos and dynamical systems,Physics and Astronomy,Physics and Astronomy
https://openalex.org/T10046,https://openalex.org/T10040,4,Stability and Control of Uncertain Systems,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T11233,https://openalex.org/T10688,2,Advanced Adaptive Filtering Techniques,Image and Signal Denoising Methods,Engineering,Computer Science
https://openalex.org/T11663,https://openalex.org/T10621,2,Viral Infectious Diseases and Gene Expression in Insects,Gene Regulatory Network Analysis,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology"
https://openalex.org/T10142,https://openalex.org/T11125,3,Formal Methods in Verification,Petri Nets in System Modeling,Computer Science,Computer Science
https://openalex.org/T11261,https://openalex.org/T11187,2,Quantum chaos and dynamical systems,Nonlinear Dynamics and Pattern Formation,Physics and Astronomy,Computer Science
https://openalex.org/T12158,https://openalex.org/T10040,3,Guidance and Control Systems,Adaptive Control of Nonlinear Systems,Engineering,Engineering
https://openalex.org/T10040,https://openalex.org/T10249,4,Adaptive Control of Nonlinear Systems,Distributed Control Multi-Agent Systems,Engineering,Computer Science
https://openalex.org/T10848,https://openalex.org/T11975,2,Advanced Multi-Objective Optimization Algorithms,Evolutionary Algorithms and Applications,Computer Science,Computer Science
