id,name,frequency,field,subfield,domain,degree,degree_centrality,betweenness_centrality,closeness_centrality
https://openalex.org/T11110,Stability and Controllability of Differential Equations,3,Engineering,Control and Systems Engineering,Physical Sciences,1,0.021739130434782608,0.0,0.021739130434782608
https://openalex.org/T12396,Advanced Differential Equations and Dynamical Systems,3,Mathematics,Geometry and Topology,Physical Sciences,1,0.021739130434782608,0.0,0.021739130434782608
https://openalex.org/T10223,Microgrid Control and Optimization,6,Engineering,Control and Systems Engineering,Physical Sciences,2,0.043478260869565216,0.0,0.043478260869565216
https://openalex.org/T10040,Adaptive Control of Nonlinear Systems,21,Engineering,Control and Systems Engineering,Physical Sciences,6,0.13043478260869565,0.06666666666666667,0.2039777983348751
https://openalex.org/T12357,Digital Media Forensic Detection,3,Computer Science,Computer Vision and Pattern Recognition,Physical Sciences,1,0.021739130434782608,0.0,0.021739130434782608
https://openalex.org/T12282,Mineral Processing and Grinding,4,Engineering,Mechanical Engineering,Physical Sciences,3,0.06521739130434782,0.0014492753623188406,0.17119565217391303
https://openalex.org/T10848,Advanced Multi-Objective Optimization Algorithms,6,Computer Science,Computational Theory and Mathematics,Physical Sciences,2,0.043478260869565216,0.0,0.043478260869565216
https://openalex.org/T14225,Advanced Sensor and Control Systems,3,Engineering,Control and Systems Engineering,Physical Sciences,2,0.043478260869565216,0.01932367149758454,0.131328171530673
https://openalex.org/T11602,Magnetic Bearings and Levitation Dynamics,6,Engineering,Control and Systems Engineering,Physical Sciences,1,0.021739130434782608,0.0,0.021739130434782608
https://openalex.org/T13717,Advanced Algorithms and Applications,5,Engineering,Control and Systems Engineering,Physical Sciences,3,0.06521739130434782,0.03671497584541063,0.1743083003952569
